6.721326662960969145e-02,5.772527793218453773e-01,5.210070409486760035e+00,7.059940707800580473e-01,9.931501760237167187e-02,5.048083542787661360e-01,1.679345761182162722e-01,2.128618538076709754e-01,5.475420566981656911e-01,1.045649375115805242e+02
5.855740064778383602e-02,5.310261683203948424e-01,5.223484653745316564e+00,7.048994910287375015e-01,8.508882319675074857e-02,4.178436137550766705e-01,2.074751676391967115e-01,2.193623566911726552e-01,5.256929412369543142e-01,1.392574396175002960e+02
1.025403545911642289e-01,5.477431904383875949e-01,5.230881185498814645e+00,7.034488841845281115e-01,1.112639454882244083e-01,5.209577512864955740e-01,1.619704510695096911e-01,2.090308723648230949e-01,5.244399497221486905e-01,9.299232539472517090e+01
7.209093628477362958e-02,4.201475620699970936e-01,5.277894107089439402e+00,7.586000598264992512e-01,1.181448399641041314e-01,4.425376697247981328e-01,1.472581759347892094e-01,2.045968291953335350e-01,6.242528567155245511e-01,1.959945539934190037e+02
5.169628432956639708e-02,5.971805523501805268e-01,5.305408108315965876e+00,6.716285868143795357e-01,9.678817601353950639e-02,4.007338972001691646e-01,2.184439777471354205e-01,2.122157385183475742e-01,5.498923097930610293e-01,1.274649107623663156e+02
9.402571212503364750e-02,4.459948911856149167e-01,5.186791025964207158e+00,7.180909167296827267e-01,1.323893958490883205e-01,4.633600026989329601e-01,1.516377907747269438e-01,2.173710444500462358e-01,5.484707184270228852e-01,1.730136546508695403e+02
4.320987654320990190e-02,1.385283950617277049e-01,5.518518518518519045e+00,6.604938271604936517e-01,8.585555555555553220e-02,6.499941311728394400e-01,3.701568604938273443e-01,2.727067901234568326e-01,9.550370370370320217e-02,1.038832716049367377e+01
3.293757181156876240e-02,4.170369462530323923e-01,5.086429209753619674e+00,7.021575386186642564e-01,1.361917656070471272e-01,8.236249346112596292e-01,3.731120737405815291e-01,2.051371377505426530e-01,3.571896315715565873e-01,6.688101225584060217e+01
9.394857757356737948e-02,5.063699579626551595e-01,5.153680711702031125e+00,7.077915729787845889e-01,9.578352722651285733e-02,3.647161790282524851e-01,1.434445826141389213e-01,2.127492423501808894e-01,5.844369830873010763e-01,1.539500798709551646e+02
7.543574250523094049e-02,4.668822728329071747e-01,5.130606553567248262e+00,7.175923774111078179e-01,1.363266558215201207e-01,6.602373014464326673e-01,2.160769890690235340e-01,2.114941017894492459e-01,4.274798517313502799e-01,8.035723462700443065e+01
4.469512455668333412e-02,6.043254753664063506e-01,5.164978848865541039e+00,7.103362816732874396e-01,9.243441866427383469e-02,5.070873407332392446e-01,1.774488326680355166e-01,2.080805110455921925e-01,5.795581476733754345e-01,1.162555066017177268e+02
