9.093256294727325439e-02,4.411525726318359375e-01,5.164453029632568359e+00,7.165233492851257324e-01,1.287548840045928955e-01,4.709472060203552246e-01,1.535806655883789062e-01,2.166654765605926514e-01,5.447598099708557129e-01,1.740309906005859375e+02
6.084942817687988281e-02,5.278353691101074219e-01,5.218860149383544922e+00,7.100619673728942871e-01,8.381209522485733032e-02,4.169022440910339355e-01,2.009864449501037598e-01,2.162222862243652344e-01,5.263975262641906738e-01,1.408248138427734375e+02
6.654104590415954590e-02,4.202746152877807617e-01,5.273158073425292969e+00,7.604031562805175781e-01,1.194532066583633423e-01,4.541168212890625000e-01,1.420731842517852783e-01,2.045576423406600952e-01,6.281833052635192871e-01,1.980513916015625000e+02
4.723373055458068848e-02,5.900551676750183105e-01,5.214796066284179688e+00,7.149202227592468262e-01,9.277310222387313843e-02,5.230694413185119629e-01,1.702580153942108154e-01,2.141286283731460571e-01,5.657600164413452148e-01,1.106797485351562500e+02
1.003383770585060120e-01,5.275644659996032715e-01,5.221505641937255859e+00,7.042819261550903320e-01,1.175964698195457458e-01,5.466603040695190430e-01,1.700599491596221924e-01,2.108167707920074463e-01,5.054959058761596680e-01,9.052101135253906250e+01
4.781362041831016541e-02,6.104264259338378906e-01,5.210584640502929688e+00,6.965460181236267090e-01,8.973254263401031494e-02,4.670791029930114746e-01,1.892122328281402588e-01,2.046675086021423340e-01,5.797496438026428223e-01,1.206683959960937500e+02
9.370202571153640747e-02,4.998968541622161865e-01,5.189339160919189453e+00,7.086186408996582031e-01,9.812224656343460083e-02,3.635347187519073486e-01,1.422514766454696655e-01,2.162538915872573853e-01,5.879396200180053711e-01,1.560505218505859375e+02
4.862613230943679810e-02,5.812641382217407227e-01,5.367290019989013672e+00,6.724269986152648926e-01,9.386965632438659668e-02,3.998776376247406006e-01,2.187240421772003174e-01,2.173442989587783813e-01,5.375613570213317871e-01,1.299252624511718750e+02
6.807816773653030396e-02,4.656894803047180176e-01,5.136732578277587891e+00,7.199031710624694824e-01,1.295014768838882446e-01,6.654686927795410156e-01,2.203608751296997070e-01,2.109483927488327026e-01,4.269392490386962891e-01,7.976635742187500000e+01
3.338792547583580017e-02,4.197180867195129395e-01,5.085953712463378906e+00,7.028782367706298828e-01,1.321162283420562744e-01,8.215310573577880859e-01,3.742265701293945312e-01,2.025987654924392700e-01,3.608827292919158936e-01,6.763292694091796875e+01
7.633110135793685913e-02,5.691248774528503418e-01,5.313065528869628906e+00,7.068248987197875977e-01,9.859339147806167603e-02,5.058369040489196777e-01,1.622784733772277832e-01,2.101079970598220825e-01,5.403435826301574707e-01,1.000662536621093750e+02
